experiment,subtask,model,provider,api_model,length,position,density,interference_type,similarity,distance,hops,hop_distance,chain_type,implementation,n_samples,n_success,accuracy,f1,rouge_l,mean_latency,p50_latency,p95_latency,error_rate,effective_context_length,effective_context_length_abs80,middle_drop,relative_middle_drop,density_accuracy_slope,density_accuracy_pearson,critical_density_threshold,top_error_type
niah,single,qwen35_27b,siliconflow,Qwen/Qwen3.5-27B,32768,90,,,,,,,,,62,27,0.43548387096774194,,,5.275797819345063,0.0,14.523388459964192,0.5645161290322581,,,,,,,,request_error
niah,single,qwen35_27b,siliconflow,Qwen/Qwen3.5-27B,4096,10,,,,,,,,,50,50,1.0,,,4.300874317998532,3.936576900014188,8.107750470034079,0.0,,,,,,,,
niah,single,qwen35_27b,siliconflow,Qwen/Qwen3.5-27B,4096,50,,,,,,,,,50,50,1.0,,,7.493395743989385,3.5772526499349624,40.782246385031534,0.0,,,,,,,,
niah,single,qwen35_27b,siliconflow,Qwen/Qwen3.5-27B,4096,90,,,,,,,,,50,50,1.0,,,5.887933971995953,3.0979320500046015,19.403371404972816,0.0,,,,,,,,
niah,single,qwen35_35b_a3b,siliconflow,Qwen/Qwen3.5-35B-A3B,32768,10,,,,,,,,,56,17,0.30357142857142855,,,2.1932936428617853,0.0,7.129170800035354,0.6964285714285714,,,,,,,,request_error
niah,single,qwen35_35b_a3b,siliconflow,Qwen/Qwen3.5-35B-A3B,32768,50,,,,,,,,,55,13,0.23636363636363636,,,3.69325882545249,0.0,21.76013180002331,0.7636363636363637,,,,,,,,request_error
niah,single,qwen35_35b_a3b,siliconflow,Qwen/Qwen3.5-35B-A3B,32768,90,,,,,,,,,66,6,0.09090909090909091,,,0.5720587530328581,0.0,5.111030375002883,0.9090909090909091,,,,,,,,request_error
niah,single,qwen35_35b_a3b,siliconflow,Qwen/Qwen3.5-35B-A3B,4096,10,,,,,,,,,50,47,0.94,,,2.0408885560091585,1.7671769999433309,3.4281096950406207,0.06,,,,,,,,
niah,single,qwen35_35b_a3b,siliconflow,Qwen/Qwen3.5-35B-A3B,4096,50,,,,,,,,,50,50,1.0,,,6.326780476006679,1.6112858999986202,34.14040730502445,0.0,,,,,,,,
niah,single,qwen35_35b_a3b,siliconflow,Qwen/Qwen3.5-35B-A3B,4096,90,,,,,,,,,50,50,1.0,,,1.987746297994163,1.7972586500109173,3.850760114984587,0.0,,,,,,,,
